model,horizon_minutes,x_error_AE,y_error_AE,z_error_AE,satclockerror_AE,x_error_cumulative_MAE,y_error_cumulative_MAE,z_error_cumulative_MAE,satclockerror_cumulative_MAE
Hybrid_XGBoost,1215,4.334630724,5.6305878289999995,3.036412337,0.449723949,2.1957508783955224,1.6693983979934015,2.6328793427887773,1.5541168453437733
Hybrid_XGBoost,1230,6.252162779,6.369211473,3.500863101,0.48198870699999996,2.245219316207772,1.7267131915910428,2.643464510571841,1.541042111949337
Hybrid_XGBoost,1245,5.380343247,7.042020538,3.6958311400000006,0.23454895500000006,2.2829918936871967,1.7907530391381385,2.656143626589048,1.5253012305403089
Hybrid_XGBoost,1260,2.6496470971591526,5.844418927788217,4.374082685188186,0.39506873382040275,2.2873568365856722,1.839010966383973,2.6765952820485612,1.5118460817698338
Hybrid_XGBoost,1275,0.965183670127505,1.1293766721803418,3.683821096629955,4.329717697,2.2718018581567527,1.8306623276286362,2.6884449975142246,1.5449975125372475
Hybrid_XGBoost,1290,3.344409283174459,3.751475050774844,7.0878059780000005,5.27294836,2.2842740375174237,1.852997359293127,2.7396003577524315,1.588345778205419
Hybrid_XGBoost,1305,1.1682629015917951,2.009564764919567,3.6170452410374363,4.079691433,2.271446323311382,1.854796984645155,2.7496859311235236,1.616981935157081
Hybrid_XGBoost,1320,1.7482818088062986,2.2311670436589015,2.331020023704856,0.6689213309769163,2.2655012720101877,1.8590739171339477,2.744928363993766,1.606208519200488
Hybrid_XGBoost,1335,0.39856627950239276,4.3197497697261396,1.1946684387186393,0.5654001881335776,2.244524474341561,1.8867219604215004,2.727509713147978,1.594514043570523
Hybrid_XGBoost,1350,0.44647958899999995,0.22620021099999998,2.773260522,0.40062010000000003,2.224546197837766,1.8682717187612614,2.728018055468556,1.5812485553086282
Hybrid_XGBoost,1365,0.7283365769999999,1.2723653050000001,5.584636779,0.46380355799999995,2.2081043338725155,1.8617232966320165,2.7594094700128577,1.5689689399535882
Hybrid_XGBoost,1380,2.245752708,0.8799019950000001,0.611230608,0.536819595,2.2085135553304234,1.8510513259621035,2.7360596997735875,1.5577499253345275
